114,E23,F3
114,E23,F3
114,E23,F3
115,E23,F3
115,E23,F3
114,E23,F3
114,E23,F3
114,E23,F3
114,E23,F3
114,E23,F3
114,E23,F3
114,E23,F3
114,E23,F3
114,E23,F3
114,E23,F3
114,E23,F3
114,E23,F3
114,E23,F3
210,E2,L7
210,E4,L7
311,E2,F11
311,E2,F12
310,E2,F12
311,E2,F1
311,E2,F9
311,E2,F7
311,E2,F10
311,E5,F3
311,E9,F11
311,E9,F9
311,E9,F9
311,E9,F12
311,E9,F7
311,E10,F5
311,E11,F1
311,E11,F10
311,E11,F11
311,E11,F3
311,E11,F3
311,E11,F9
311,E11,F9
311,E11,F9
311,E11,F12
311,E11,F12
311,E11,F7
311,E15,F11
311,E22,F12
311,E22,F1
310,E25,F12
311,E25,F12
311,E25,F3
311,E25,F9
311,E25,F7
311,E27,F12
311,E27,F9
311,E27,F7
114,F10,E22
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
215,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
214,F3,E23
311,F11,L7
212,L1,E2
212,L1,E15
212,L1,E10
212,L1,E10
212,L1,E20
212,L1,E20
212,L1,E20
212,L1,E20
212,L1,E20
212,L1,E17
212,L1,E17
212,L1,E17
212,L1,E17
212,L1,E17
212,L1,E13
212,L1,E13
212,L1,E6
212,L1,E23
212,L3,E2
212,L3,E2
212,L3,E2
212,L3,E2
212,L3,E2
212,L3,E2
212,L3,E2
212,L3,E2
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E10
212,L3,E27
212,L3,E20
212,L3,E20
212,L3,E20
212,L3,E20
212,L3,E20
212,L3,E20
212,L3,E20
212,L3,E20
212,L3,E20
212,L3,E17
212,L3,E17
212,L3,E17
212,L3,E17
212,L3,E17
212,L3,E17
212,L3,E17
212,L3,E13
212,L3,E13
212,L3,E13
212,L3,E6
212,L3,E30
212,L7,E2
212,L7,E2
212,L7,E2
212,L7,E2
212,L7,E2
212,L7,E2
212,L7,E2
212,L7,E2
212,L7,E2
212,L7,E2
212,L7,E2
212,L7,E2
212,L7,E2
212,L7,E15
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E10
212,L7,E11
212,L7,E20
212,L7,E20
212,L7,E20
212,L7,E20
212,L7,E17
212,L7,E17
212,L7,E17
212,L7,E17
212,L7,E17
212,L7,E17
212,L7,E17
212,L7,E4
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E13
212,L7,E6
212,L7,E16
212,L7,E27
212,L7,E27
212,L7,E25
212,L7,E23
212,L7,E23
212,L7,E23
212,L7,E23
212,L7,E23
212,L7,E23
212,L7,E23
212,L7,E23
